Seo_FAPI1_Glass_0,600,1,3.00E+05,0,10,20000
Seo_FAPI1_Glass_2,600,1,3.00E+05,0,10,20000
Seo_FAPI1_Perov_0,600,2,3.00E+05,0,10,20000
Seo_FAPI1_Perov_2,600,2,3.00E+05,0,10,20000
