	Time (ns)	4.8e+11[cm-2] S1	4.8e+10[cm-2] S1	4.8e+11[cm-2] S2	4.8e+10[cm-2] S2
0	0.0	1.0	1.0	1.0	1.0
1	1.99999994343614	0.7973094170403587	0.8447867298578199	0.8598200899550225	0.8668885191347754
2	3.99999988687227	0.6775784753363229	0.6184834123222749	0.8163418290854573	0.7537437603993344
3	5.99999960826381	0.6031390134529148	0.5231042654028436	0.8110944527736131	0.7354409317803661
4	7.99999977374455	0.5201793721973094	0.4822274881516588	0.7743628185907047	0.718801996672213
5	9.99999993922529	0.5260089686098655	0.4561611374407583	0.7203898050974513	0.7304492512479202
6	11.9999992165276	0.49013452914798206	0.3933649289099526	0.7586206896551724	0.6755407653910149
7	13.9999993820084	0.4623318385650224	0.37855450236966826	0.7083958020989505	0.7321131447587355
8	15.9999995474891	0.4349775784753363	0.34834123222748814	0.7376311844077961	0.6921797004991681
9	17.9999997129698	0.42376681614349776	0.3590047393364929	0.760119940029985	0.6605657237936772
10	19.9999998784506	0.4170403587443946	0.33767772511848343	0.7338830584707646	0.6239600665557404
11	22.0000000439313	0.37847533632286995	0.32701421800947866	0.7308845577211395	0.7038269550748752
12	23.9999984330552	0.3834080717488789	0.3222748815165877	0.6874062968515742	0.5923460898502496
13	25.999998598536	0.3739910313901345	0.3009478672985782	0.6964017991004497	0.7038269550748752
14	27.9999987640167	0.37713004484304935	0.2956161137440758	0.6986506746626686	0.6688851913477537
15	29.9999989294975	0.34663677130044845	0.2849526066350711	0.6806596701649176	0.6306156405990017
16	31.9999990949782	0.34484304932735427	0.28613744075829384	0.6776611694152923	0.6289517470881864
17	33.9999992604589	0.3789237668161435	0.30213270142180093	0.7001499250374813	0.6123128119800333
18	35.9999994259397	0.3506726457399103	0.26421800947867297	0.679160419790105	0.6123128119800333
19	37.9999995914204	0.3668161434977579	0.25770142180094785	0.7158920539730135	0.6638935108153078
20	39.9999997569012	0.3417040358744395	0.2950236966824645	0.724887556221889	0.5906821963394343
21	41.9999999223819	0.3309417040358744	0.24585308056872038	0.6829085457271364	0.6655574043261231
22	44.0000000878626	0.35695067264573993	0.2837677725118483	0.7061469265367316	0.589018302828619
23	46.0000002533434	0.3475336322869955	0.2618483412322275	0.6986506746626686	0.6056572379367721
24	47.9999968661105	0.3273542600896861	0.23281990521327015	0.6859070464767616	0.6073211314475874
